# assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,n16S,nge,ncds,genome_size,tax_name,phi,GC,clade,tip_name,npaths_actual,branch_length
GCF_000277165.1,PRJNA158053,SAMN02603542,,na,1105094,782,Rickettsia prowazekii str. Chernikova,strain=Chernikova,,latest,Complete Genome,Major,Full,2012/03/21,ASM27716v1,Los Alamos National Laboratory,GCA_000277165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000277165.1_ASM27716v1,1.0,1.0,860.0,1109804.0,,,29.0060226851,,,,
GCF_000277185.1,PRJNA158055,SAMN02603543,,na,1105095,782,Rickettsia prowazekii str. Katsinyian,strain=Katsinyian,,latest,Complete Genome,Major,Full,2012/03/21,ASM27718v1,Los Alamos National Laboratory,GCA_000277185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000277185.1_ASM27718v1,1.0,1.0,858.0,1111454.0,,,28.9998506461,,,,
GCF_000277205.1,PRJNA158063,SAMN02603544,,na,1105096,782,Rickettsia prowazekii str. BuV67-CWPP,strain=BuV67-CWPP,,latest,Complete Genome,Major,Full,2012/03/21,ASM27720v1,Los Alamos National Laboratory,GCA_000277205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000277205.1_ASM27720v1,1.0,1.0,855.0,1111445.0,,,29.0002654202,,,,
GCF_000277265.1,PRJNA158065,SAMN02603547,,na,1105099,782,Rickettsia prowazekii str. RpGvF24,strain=RpGvF24,,latest,Complete Genome,Major,Full,2012/03/21,ASM27726v1,Los Alamos National Laboratory,GCA_000277265.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000277265.1_ASM27726v1,1.0,1.0,850.0,1112101.0,,,28.9896331358,,,,
GCF_000363905.1,PRJNA196850,SAMN01983875,,na,1290427,782,Rickettsia prowazekii str. NMRC Madrid E,strain=NMRC Madrid E,,latest,Complete Genome,Major,Full,2013/04/11,ASM36390v1,Naval Medical Research Center,GCA_000363905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000363905.1_ASM36390v1,1.0,1.0,826.0,1111520.0,,,28.9997480927,,,,
GCF_000367405.1,PRJNA196851,SAMN01983876,,na,1290428,782,Rickettsia prowazekii str. Breinl,strain=Breinl,,latest,Complete Genome,Major,Full,2013/04/11,ASM36740v1,Naval Medical Research Center,GCA_000367405.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000367405.1_ASM36740v1,1.0,1.0,842.0,1109301.0,,,29.0057432563,,,,
GCF_000018225.1,PRJNA58027,SAMN02603386,,na,392021,783,Rickettsia rickettsii str. ''Sheila Smith'',strain=Sheila Smith,,latest,Complete Genome,Major,Full,2007/10/02,ASM1822v1,,GCA_000018225.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000018225.1_ASM1822v1,1.0,1.0,1207.0,1257710.0,,,32.4674209476,,,,
GCF_000017445.2,PRJNA58961,SAMN02603768,,na,452659,783,Rickettsia rickettsii str. Iowa,strain=Iowa,,replaced,Complete Genome,Major,Full,2011/01/11,ASM1744v1,Rocky Mountain Laboratories,GCA_000017445.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000017445.2_ASM1744v1,1.0,1.0,1382.0,1268188.0,,,32.4466877151,,,,
GCF_000283775.1,PRJNA86653,SAMN02603550,,na,1105102,783,Rickettsia rickettsii str. Colombia,strain=Colombia,,latest,Complete Genome,Major,Full,2012/02/17,ASM28377v1,Los Alamos National Laboratory,GCA_000283775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000283775.1_ASM28377v1,1.0,1.0,1216.0,1270083.0,,,32.457485062,,,,
GCF_000283795.1,PRJNA86655,SAMN02603553,,na,1105105,783,Rickettsia rickettsii str. Arizona,strain=Arizona,,latest,Complete Genome,Major,Full,2012/02/17,ASM28379v1,Los Alamos National Laboratory,GCA_000283795.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000283795.1_ASM28379v1,1.0,1.0,1218.0,1267197.0,GCF_000283795.1_Rickettsia rickettsii str. Arizona_strain=Arizona,0.578264150659,32.4412068526,5200.0,@GCF_000283795.1_Rickettsia_rickettsii_str._Arizona_strain_Arizona,72.0,1.15103e-06
GCF_000283815.1,PRJNA86657,SAMN02603548,,na,1105100,783,Rickettsia rickettsii str. Hino,strain=Hino,,latest,Complete Genome,Major,Full,2012/02/17,ASM28381v1,Los Alamos National Laboratory,GCA_000283815.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000283815.1_ASM28381v1,1.0,1.0,1218.0,1269837.0,,,32.4538503761,,,,
GCF_000283935.1,PRJNA88067,SAMN02603549,,na,1105101,783,Rickettsia rickettsii str. Hlp#2,strain=Hlp#2,,latest,Complete Genome,Major,Full,2012/02/17,ASM28393v1,Los Alamos National Laboratory,GCA_000283935.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000283935.1_ASM28393v1,1.0,1.0,1199.0,1270751.0,GCF_000283935.1_Rickettsia rickettsii str. Hlp#2_strain=Hlp#2,0.579596783665,32.4728447981,5199.0,@GCF_000283935.1_Rickettsia_rickettsii_str._Hlp#2_strain_Hlp#2,74.0,0.00163662
GCF_000283955.1,PRJNA88069,SAMN02603552,,na,1105104,783,Rickettsia rickettsii str. Brazil,strain=Brazil,,latest,Complete Genome,Major,Full,2012/02/17,ASM28395v1,Los Alamos National Laboratory,GCA_000283955.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000283955.1_ASM28395v1,1.0,1.0,1220.0,1255681.0,,,32.4506781579,,,,
GCF_000831545.1,PRJNA224116,SAMN03324096,,na,1337396,783,Rickettsia rickettsii str. Morgan,strain=Morgan,,latest,Complete Genome,Major,Full,2015/02/03,ASM83154v1,Rocky Mountain Laboratories,GCA_000831545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000831545.1_ASM83154v1,1.0,1.0,1219.0,1269809.0,,,32.4532272176,,,,
GCF_000831525.1,PRJNA224116,SAMN03324097,,na,1338411,783,Rickettsia rickettsii str. R,strain=R,,latest,Complete Genome,Major,Full,2015/02/03,ASM83152v1,Rocky Mountain Laboratories,GCA_000831525.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000831525.1_ASM83152v1,1.0,1.0,1207.0,1257005.0,,,32.4674921739,,,,
GCF_000017445.4,PRJNA224116,SAMN02603768,,na,452659,783,Rickettsia rickettsii str. Iowa,strain=Iowa,,latest,Complete Genome,Minor,Full,2015/02/03,ASM1744v3,Rocky Mountain Laboratories,GCA_000017445.3,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000017445.4_ASM1744v3,1.0,1.0,1220.0,1268201.0,,,32.4468282236,,,,
GCF_000010205.1,PRJNA58869,,,na,334380,784,Orientia tsutsugamushi str. Ikeda,strain=Ikeda,,latest,Complete Genome,Major,Full,2008/05/29,ASM1020v1,,GCA_000010205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000010205.1_ASM1020v1,1.0,1.0,1318.0,2008987.0,GCF_000010205.1_Orientia tsutsugamushi str. Ikeda_strain=Ikeda,0.638227898444,30.5137863013,5177.0,@GCF_000010205.1_Orientia_tsutsugamushi_str._Ikeda_strain_Ikeda,43.0,0.0079465
GCF_000063545.1,PRJNA61621,SAMEA3138266,,representative genome,357244,784,Orientia tsutsugamushi str. Boryong,strain=Boryong,,latest,Complete Genome,Major,Full,2007/05/15,ASM6354v1,,GCA_000063545.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000063545.1_ASM6354v1,1.0,1.0,1234.0,2127051.0,GCF_000063545.1_Orientia tsutsugamushi str. Boryong_strain=Boryong,0.649297678059,30.5310497962,5176.0,@GCF_000063545.1_Orientia_tsutsugamushi_str._Boryong_strain_Boryong,50.0,1.15103e-06
GCF_000008045.1,PRJNA58063,SAMN02603327,,representative genome,257363,785,Rickettsia typhi str. Wilmington,strain=Wilmington,,latest,Complete Genome,Major,Full,2004/08/19,ASM804v1,,GCA_000008045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000008045.1_ASM804v1,1.0,1.0,816.0,1111496.0,,,28.919402319,,,,
GCF_000277305.1,PRJNA158357,SAMN02603530,,na,1003202,785,Rickettsia typhi str. B9991CWPP,strain=B9991CWPP,,latest,Complete Genome,Major,Full,2012/03/21,ASM27730v1,Los Alamos National Lab,GCA_000277305.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000277305.1_ASM27730v1,1.0,1.0,818.0,1112957.0,,,28.92016493,,,,
GCF_000277285.1,PRJNA158161,SAMN02603529,,na,1003201,785,Rickettsia typhi str. TH1527,strain=TH1527,,latest,Complete Genome,Major,Full,2012/03/21,ASM27728v1,Los Alamos National Lab,GCA_000277285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000277285.1_ASM27728v1,1.0,1.0,818.0,1112372.0,GCF_000277285.1_Rickettsia typhi str. TH1527_strain=TH1527,0.598040231073,28.9189228064,5221.0,@GCF_000277285.1_Rickettsia_typhi_str._TH1527_strain_TH1527,71.0,0.00495602
GCF_000018205.1,PRJNA58161,SAMN02604084,,representative genome,293614,786,Rickettsia akari str. Hartford,strain=Hartford,,latest,Complete Genome,Major,Full,2007/10/02,ASM1820v1,,GCA_000018205.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000018205.1_ASM1820v1,1.0,1.0,978.0,1231060.0,GCF_000018205.1_Rickettsia akari str. Hartford_strain=Hartford,0.581544792846,32.3347359186,5181.0,@GCF_000018205.1_Rickettsia_akari_str._Hartford_strain_Hartford,67.0,0.0303488
GCF_000284155.1,PRJNA158039,SAMN02603558,,representative genome,1105110,787,Rickettsia australis str. Cutlack,strain=Cutlack,,latest,Complete Genome,Major,Full,2012/03/01,ASM28415v1,Los Alamos National Laboratory,GCA_000284155.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000284155.1_ASM28415v1,1.0,2.0,1144.0,1323280.0,GCF_000284155.1_Rickettsia australis str. Cutlack_strain=Cutlack,0.577186733748,32.9912716437,5182.0,@GCF_000284155.1_Rickettsia_australis_str._Cutlack_strain_Cutlack,73.0,0.0106457
GCF_000014345.1,PRJNA58159,SAMN02604083,,representative genome,293613,788,Rickettsia canadensis str. McKiel,strain=McKiel,,latest,Complete Genome,Major,Full,2007/10/01,ASM1434v1,,GCA_000014345.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000014345.1_ASM1434v1,1.0,1.0,902.0,1159772.0,GCF_000014345.1_Rickettsia canadensis str. McKiel_strain=McKiel,0.601021233228,31.0539485347,5214.0,@GCF_000014345.1_Rickettsia_canadensis_str._McKiel_strain_McKiel,65.0,0.00162229
GCF_000283915.1,PRJNA88063,SAMN02603555,,na,1105107,788,Rickettsia canadensis str. CA410,strain=CA410,,latest,Complete Genome,Major,Full,2012/02/17,ASM28391v1,Los Alamos National Laboratory,GCA_000283915.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000283915.1_ASM28391v1,1.0,1.0,873.0,1150228.0,GCF_000283915.1_Rickettsia canadensis str. CA410_strain=CA410,0.598450440706,31.0137642276,5215.0,@GCF_000283915.1_Rickettsia_canadensis_str._CA410_strain_CA410,74.0,1.15103e-06
GCF_000046685.1,PRJNA57635,SAMEA3138248,,na,283165,803,Bartonella quintana str. Toulouse,strain=Toulouse,,latest,Complete Genome,Major,Full,2004/06/25,ASM4668v1,,GCA_000046685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000046685.1_ASM4668v1,2.0,1.0,1216.0,1581384.0,,,38.7968387185,,,,
GCF_000294715.1,PRJNA174512,SAMN02603022,,representative genome,1225179,803,Bartonella quintana RM-11,strain=RM-11,,latest,Complete Genome,Major,Full,2012/09/06,ASM29471v1,"Beijing Institute of Microbiology and Epidemiology, State Key Laboratory of Pathogen and Biosecurity",GCA_000294715.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000294715.1_ASM29471v1,2.0,1.0,1205.0,1587646.0,GCF_000294715.1_Bartonella quintana RM-11_strain=RM-11,0.514270307147,38.7567505603,34.0,@GCF_000294715.1_Bartonella_quintana_RM-11_strain_RM-11,92.0,0.0197573
GCF_000008725.1,PRJNA57637,SAMN02603114,,reference genome,272561,813,Chlamydia trachomatis D/UW-3/CX,strain=D/UW-3/CX,,latest,Complete Genome,Major,Full,2001/01/09,ASM872v1,,GCA_000008725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000008725.1_ASM872v1,2.0,1.0,887.0,1042519.0,,,41.3072567502,,,,
GCF_000012125.1,PRJNA58333,SAMN02603498,,na,315277,813,Chlamydia trachomatis A/HAR-13,strain=A/HAR-13,,latest,Complete Genome,Major,Full,2005/09/23,ASM1212v1,,GCA_000012125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000012125.1_ASM1212v1,2.0,2.0,905.0,1051969.0,GCF_000012125.1_Chlamydia trachomatis A/HAR-13_strain=A/HAR-13,0.469515045973,38.7871321717,4682.0,@GCF_000012125.1_Chlamydia_trachomatis_A/HAR-13_strain_A/HAR-13,70.0,1.15103e-06
GCF_000026905.1,PRJNA59349,SAMEA2272143,,na,672161,813,Chlamydia trachomatis B/TZ1A828/OT,strain=B/TZ1A828/OT,,latest,Complete Genome,Major,Full,2009/05/11,ASM2690v1,,GCA_000026905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000026905.1_ASM2690v1,2.0,1.0,905.0,1044282.0,GCF_000026905.1_Chlamydia trachomatis B/TZ1A828/OT_strain=B/TZ1A828/OT,0.466030697246,41.3025408846,4684.0,@GCF_000026905.1_Chlamydia_trachomatis_B/TZ1A828/OT_strain_B/TZ1A828/OT,61.0,1.15103e-06
GCF_000026925.1,PRJNA59351,SAMEA2272641,,na,580049,813,Chlamydia trachomatis B/Jali20/OT,strain=Jali20,,latest,Complete Genome,Major,Full,2009/05/11,ASM2692v1,,GCA_000026925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000026925.1_ASM2692v1,2.0,1.0,897.0,1044352.0,,,41.2991979716,,,,
GCF_000068585.1,PRJNA61633,SAMEA1705923,,reference genome,471472,813,Chlamydia trachomatis 434/Bu,strain=434/Bu,,latest,Complete Genome,Major,Full,2008/01/17,ASM6858v1,,GCA_000068585.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000068585.1_ASM6858v1,2.0,1.0,880.0,1038842.0,,,41.3290952811,,,,
GCF_000175515.1,PRJNA50783,SAMN02470776,ACUI00000000.1,na,658599,813,Chlamydia trachomatis L2tet1,strain=L2tet1,,latest,Complete Genome,Major,Full,2010/01/26,ASM17551v1,,GCA_000175515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000175515.1_ASM17551v1,3.0,1.0,927.0,1076624.0,,,41.5296333725,,,,
GCF_000173475.1,PRJNA55549,SAMN02470780,ABYD00000000.1,na,564416,813,Chlamydia trachomatis 6276,,6276,latest,Complete Genome,Major,Full,2009/01/30,ASM17347v1,,GCA_000173475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000173475.1_ASM17347v1,2.0,1.0,909.0,1043181.0,,,41.3104724875,,,,
GCF_000173495.1,PRJNA55551,SAMN02470781,ABYE00000000.1,na,564417,813,Chlamydia trachomatis 6276s,,6276s,latest,Complete Genome,Major,Full,2009/01/30,ASM17349v1,,GCA_000173495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000173495.1_ASM17349v1,2.0,1.0,909.0,1043182.0,,,41.3104328871,,,,
GCF_000173515.1,PRJNA55553,SAMN02470778,ABYF00000000.1,na,564418,813,Chlamydia trachomatis 70,,70,latest,Complete Genome,Major,Full,2009/01/30,ASM17351v1,,GCA_000173515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000173515.1_ASM17351v1,2.0,1.0,899.0,1048006.0,,,41.3041528388,,,,
GCF_000173535.1,PRJNA55555,SAMN02470779,ABYG00000000.1,na,564419,813,Chlamydia trachomatis 70s,,70s,latest,Complete Genome,Major,Full,2009/01/30,ASM17353v1,,GCA_000173535.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000173535.1_ASM17353v1,2.0,1.0,895.0,1046064.0,,,41.3061724713,,,,
GCF_000174055.1,PRJNA55635,SAMN02470775,ACFJ00000000.1,na,573237,813,Chlamydia trachomatis D(s)2923,,2923,latest,Complete Genome,Major,Full,2009/01/30,ASM17405v1,,GCA_000174055.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000174055.1_ASM17405v1,2.0,1.0,900.0,1042757.0,,,41.3097202896,,,,
GCF_000220105.1,PRJNA68843,SAMN00011086,,na,887712,813,Chlamydia trachomatis L2c,strain=L2c,,latest,Complete Genome,Major,Full,2011/07/06,ASM22010v1,,GCA_000220105.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000220105.1_ASM22010v1,2.0,1.0,900.0,1038313.0,GCF_000220105.1_Chlamydia trachomatis L2c_strain=L2c,0.470378891943,41.3266519826,4695.0,@GCF_000220105.1_Chlamydia_trachomatis_L2c_strain_L2c,58.0,0.00135592
GCF_000068525.2,PRJNA61635,SAMEA1705954,,na,471473,813,Chlamydia trachomatis L2b/UCH-1/proctitis,,,latest,Complete Genome,Major,Full,2011/09/14,ASM6852v2,,GCA_000068525.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000068525.2_ASM6852v2,2.0,1.0,899.0,1038863.0,,,41.328356097,,,,
GCF_000092685.1,PRJNA161353,SAMN02603693,,na,707185,813,Chlamydia trachomatis G/9768,strain=G/9768,,latest,Complete Genome,Major,Full,2010/05/21,ASM9268v1,,GCA_000092685.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000092685.1_ASM9268v1,2.0,1.0,903.0,1042810.0,,,41.3091550714,,,,
GCF_000092705.1,PRJNA161361,SAMN02603694,,na,707186,813,Chlamydia trachomatis G/11222,strain=G/11222,,latest,Complete Genome,Major,Full,2010/05/21,ASM9270v1,,GCA_000092705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000092705.1_ASM9270v1,2.0,1.0,904.0,1042354.0,,,41.3114930244,,,,
GCF_000092745.1,PRJNA161369,SAMN02603691,,na,707183,813,Chlamydia trachomatis E/11023,strain=E/11023,,latest,Complete Genome,Major,Full,2010/05/21,ASM9274v1,,GCA_000092745.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000092745.1_ASM9274v1,2.0,1.0,902.0,1043025.0,,,41.3096522135,,,,
GCF_000093005.1,PRJNA159879,SAMN00014120,,na,759364,813,Chlamydia trachomatis D-LC,strain=D-LC,,latest,Complete Genome,Major,Full,2010/06/09,ASM9300v1,,GCA_000093005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000093005.1_ASM9300v1,2.0,2.0,910.0,1050013.0,,,38.8173718241,,,,
GCF_000092485.1,PRJNA159881,SAMN00744935,,na,759363,813,Chlamydia trachomatis D-EC,strain=D-EC,,latest,Complete Genome,Major,Full,2010/06/09,ASM9248v1,,GCA_000092485.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000092485.1_ASM9248v1,2.0,2.0,911.0,1050015.0,,,38.8173322014,,,,
GCF_000092665.1,PRJNA161403,SAMN02603692,,na,707184,813,Chlamydia trachomatis E/150,strain=E/150,,latest,Complete Genome,Major,Full,2010/05/21,ASM9266v1,,GCA_000092665.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000092665.1_ASM9266v1,2.0,1.0,904.0,1042996.0,,,41.3083079897,,,,
GCF_000092725.1,PRJNA161409,SAMN02603695,,na,707187,813,Chlamydia trachomatis G/11074,strain=G/11074,,latest,Complete Genome,Major,Full,2010/05/21,ASM9272v1,,GCA_000092725.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000092725.1_ASM9272v1,2.0,1.0,905.0,1042875.0,GCF_000092725.1_Chlamydia trachomatis G/11074_strain=G/11074,0.470354779272,41.3087858085,4680.0,@GCF_000092725.1_Chlamydia_trachomatis_G/11074_strain_G/11074,55.0,1.15103e-06
GCF_000092805.1,PRJNA161377,SAMN02603696,,na,718219,813,Chlamydia trachomatis G/9301,strain=G/9301,,latest,Complete Genome,Major,Full,2010/05/28,ASM9280v1,,GCA_000092805.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000092805.1_ASM9280v1,2.0,1.0,903.0,1042811.0,,,41.3089236688,,,,
GCF_000226605.1,PRJNA159993,SAMN02603770,,na,580047,813,Chlamydia trachomatis A2497,strain=A2497,,latest,Complete Genome,Major,Full,2011/09/28,ASM22660v1,,GCA_000226605.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000226605.1_ASM22660v1,2.0,2.0,911.0,1051806.0,GCF_000226605.1_Chlamydia trachomatis A2497_strain=A2497,0.464521391959,38.7669535824,4681.0,@GCF_000226605.1_Chlamydia_trachomatis_A2497_strain_A2497,62.0,0.00135451
GCF_000210495.1,PRJEA161995,SAMEA2271937,,na,634464,813,Chlamydia trachomatis Sweden2,strain=Sweden2,,latest,Complete Genome,Major,Full,2010/02/23,ASM21049v1,,GCA_000210495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000210495.1_ASM21049v1,2.0,1.0,904.0,1042839.0,,,41.3062802599,,,,
GCF_000284475.1,PRJNA159863,SAMEA2272430,,na,580047,813,Chlamydia trachomatis A2497,strain=A2497,,latest,Complete Genome,Major,Full,2012/01/11,ASM28447v1,Wellcome Trust Sanger Institute,GCA_000284475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000284475.1_ASM28447v1,2.0,1.0,904.0,1044325.0,,,41.3028511239,,,,
GCF_000304495.1,PRJEA167483,SAMEA2272525,,na,1071759,813,Chlamydia trachomatis E/SW3,strain=E/SW3,,latest,Complete Genome,Major,Full,2012/03/13,Cm_ESW3,Sanger Institute,GCA_000304495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000304495.1_Cm_ESW3,2.0,1.0,904.0,1042903.0,,,41.3057590207,,,,
GCF_000304515.1,PRJEA167484,SAMEA2272343,,na,1071762,813,Chlamydia trachomatis F/SW4,strain=F/SW4,,latest,Complete Genome,Major,Full,2012/03/13,Cm_FSW4,Sanger Institute,GCA_000304515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000304515.1_Cm_FSW4,2.0,1.0,900.0,1042736.0,,,41.3104563379,,,,
GCF_000304535.1,PRJEA167485,SAMEA2272682,,na,1071763,813,Chlamydia trachomatis F/SW5,strain=F/SW5,,latest,Complete Genome,Major,Full,2012/03/13,Cm_FSW5,Sanger Institute,GCA_000304535.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000304535.1_Cm_FSW5,2.0,1.0,903.0,1042743.0,GCF_000304535.1_Chlamydia trachomatis F/SW5_strain=F/SW5,0.475351220521,41.3105626219,4691.0,@GCF_000304535.1_Chlamydia_trachomatis_F/SW5_strain_F/SW5,55.0,1.15103e-06
GCF_000318765.1,PRJNA196780,SAMEA2272296,,na,1071766,813,Chlamydia trachomatis Ia/SotonIa1,strain=Ia/SotonIa1,,latest,Complete Genome,Major,Full,2012/03/13,ASM31876v1,Sanger Institute,GCA_000318765.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000318765.1_ASM31876v1,2.0,2.0,917.0,1050130.0,,,38.8148823648,,,,
GCF_000318525.1,PRJNA196769,SAMEA2272666,,na,1071753,813,Chlamydia trachomatis A/363,strain=A/363,,latest,Complete Genome,Major,Full,2012/03/30,ASM31852v2,Sanger Institute,GCA_000318525.2,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000318525.1_ASM31852v2,2.0,2.0,913.0,1051528.0,GCF_000318525.1_Chlamydia trachomatis A/363_strain=A/363,0.463038349385,38.7793257705,4685.0,@GCF_000318525.1_Chlamydia_trachomatis_A/363_strain_A/363,63.0,0.00135599
GCF_000318845.1,PRJNA196784,SAMEA2271978,,na,1071770,813,Chlamydia trachomatis L1/115,strain=L1/115,,latest,Complete Genome,Major,Full,2012/03/13,ASM31884v1,Sanger Institute,GCA_000318845.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000318845.1_ASM31884v1,2.0,2.0,903.0,1046584.0,,,38.7715503527,,,,
GCF_000318885.1,PRJNA196786,SAMEA767949,,na,1071772,813,Chlamydia trachomatis L2/25667R,,,latest,Complete Genome,Major,Full,2012/03/13,ASM31888v1,Sanger Institute,GCA_000318885.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000318885.1_ASM31888v1,2.0,1.0,899.0,1038839.0,,,41.3291183716,,,,
GCF_000318925.1,PRJNA196788,SAMEA2272096,,na,1071774,813,Chlamydia trachomatis L2b/UCH-2,strain=L2b/UCH-2,,latest,Complete Genome,Major,Full,2012/03/13,ASM31892v1,Sanger Institute,GCA_000318925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000318925.1_ASM31892v1,2.0,2.0,907.0,1046337.0,,,38.7625979176,,,,
GCF_000318825.1,PRJNA196783,SAMEA2272273,,na,1071769,813,Chlamydia trachomatis L1/440/LN,strain=L1/440/LN,,latest,Complete Genome,Major,Full,2012/03/13,ASM31882v1,Sanger Institute,GCA_000318825.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000318825.1_ASM31882v1,2.0,1.0,896.0,1039261.0,,,41.3296563616,,,,
GCF_000318985.1,PRJNA196791,SAMEA2272281,,na,1071777,813,Chlamydia trachomatis L2b/795,strain=L2b/795,,latest,Complete Genome,Major,Full,2012/03/13,ASM31898v1,Sanger Institute,GCA_000318985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000318985.1_ASM31898v1,2.0,2.0,906.0,1046220.0,,,38.7773236291,,,,
GCF_000318785.1,PRJNA196781,SAMEA2272048,,na,1071767,813,Chlamydia trachomatis Ia/SotonIa3,strain=Ia/SotonIa3,,latest,Complete Genome,Major,Full,2012/03/13,ASM31878v1,Sanger Institute,GCA_000318785.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF_000318785.1_ASM31878v1,2.0,2.0,917.0,1050283.0,,,38.8150643806,,,,
