# assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,n16S,nge,ncds,genome_size,tax_name,phi,GC,clade,tip_name,npaths_actual,branch_length,nec_actual
GCF_001900355.1,PRJNA224116,SAMN03252418,,na,562,562,Escherichia coli,strain=C11,,latest,Complete Genome,Major,Full,2016/12/12,ASM190035v1,Nanjing Agricultural University,GCA_001900355.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/355/GCF_001900355.1_ASM190035v1,,,7.0,1.0,4781.0,5414571.0,,,50.8332793124,,,,,
GCF_001900375.1,PRJNA224116,SAMN03252425,,na,562,562,Escherichia coli,strain=D7,,latest,Complete Genome,Major,Full,2016/12/12,ASM190037v1,Nanjing Agricultural University,GCA_001900375.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/375/GCF_001900375.1_ASM190037v1,,,7.0,1.0,4610.0,4827779.0,GCF_001900375.1_Escherichia coli_strain=D7,0.533108864005,50.9349330199,2217.0,@GCF_001900375.1_Escherichia_coli_strain_D7,259.0,1e-06,29.0
GCF_001900395.1,PRJNA224116,SAMN03252426,,na,562,562,Escherichia coli,strain=D8,,latest,Complete Genome,Major,Full,2016/12/12,ASM190039v1,Nanjing Agricultural University,GCA_001900395.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/395/GCF_001900395.1_ASM190039v1,,,7.0,1.0,4870.0,5130646.0,,,50.3946091779,,,,,
GCF_001900415.1,PRJNA224116,SAMN03252432,,na,562,562,Escherichia coli,strain=H5,,latest,Complete Genome,Major,Full,2016/12/12,ASM190041v1,Nanjing Agricultural University,GCA_001900415.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/415/GCF_001900415.1_ASM190041v1,,,7.0,1.0,4601.0,4833228.0,,,50.749788754,,,,,
GCF_001900435.1,PRJNA224116,SAMN03252433,,na,562,562,Escherichia coli,strain=H6,,latest,Complete Genome,Major,Full,2016/12/12,ASM190043v1,Nanjing Agricultural University,GCA_001900435.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/435/GCF_001900435.1_ASM190043v1,,,7.0,1.0,4689.0,4832567.0,,,50.7478323632,,,,,
GCF_001900455.1,PRJNA224116,SAMN03252434,,na,562,562,Escherichia coli,strain=H7,,latest,Complete Genome,Major,Full,2016/12/12,ASM190045v1,Nanjing Agricultural University,GCA_001900455.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/455/GCF_001900455.1_ASM190045v1,,,7.0,1.0,4546.0,4807161.0,GCF_001900455.1_Escherichia coli_strain=H7,0.53584466453,50.774875233,1945.0,@GCF_001900455.1_Escherichia_coli_strain_H7,269.0,0.0013163,46.0
GCF_001900475.1,PRJNA224116,SAMN03252436,,na,562,562,Escherichia coli,strain=H10,,latest,Complete Genome,Major,Full,2016/12/12,ASM190047v1,Nanjing Agricultural University,GCA_001900475.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/475/GCF_001900475.1_ASM190047v1,,,7.0,1.0,4615.0,4805164.0,GCF_001900475.1_Escherichia coli_strain=H10,0.535743686164,50.7622424542,2159.0,@GCF_001900475.1_Escherichia_coli_strain_H10,263.0,0.00131412,27.0
GCF_001900495.1,PRJNA224116,SAMN03252410,,na,562,562,Escherichia coli,strain=C2,,latest,Complete Genome,Major,Full,2016/12/12,ASM190049v1,Nanjing Agricultural University,GCA_001900495.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/495/GCF_001900495.1_ASM190049v1,,,7.0,2.0,4636.0,4818237.0,GCF_001900495.1_Escherichia coli_strain=C2,0.52586869916,50.7333076393,2185.0,@GCF_001900495.1_Escherichia_coli_strain_C2,259.0,0.0132587,36.0
GCF_001900515.1,PRJNA224116,SAMN03252411,,na,562,562,Escherichia coli,strain=C3,,latest,Complete Genome,Major,Full,2016/12/12,ASM190051v1,Nanjing Agricultural University,GCA_001900515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/515/GCF_001900515.1_ASM190051v1,,,7.0,2.0,5355.0,5413266.0,GCF_001900515.1_Escherichia coli_strain=C3,0.531029099454,50.606768631,2216.0,@GCF_001900515.1_Escherichia_coli_strain_C3,255.0,0.00131826,21.0
GCF_001900535.1,PRJNA224116,SAMN03252413,,na,562,562,Escherichia coli,strain=C5,,latest,Complete Genome,Major,Full,2016/12/12,ASM190053v1,Nanjing Agricultural University,GCA_001900535.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/535/GCF_001900535.1_ASM190053v1,,,7.0,3.0,5375.0,5633965.0,GCF_001900535.1_Escherichia coli_strain=C5,0.530926338055,50.4450773123,1817.0,@GCF_001900535.1_Escherichia_coli_strain_C5,259.0,1e-06,20.0
GCF_001900555.1,PRJNA224116,SAMN03252415,,na,562,562,Escherichia coli,strain=C8,,latest,Complete Genome,Major,Full,2016/12/12,ASM190055v1,Nanjing Agricultural University,GCA_001900555.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/555/GCF_001900555.1_ASM190055v1,,,8.0,4.0,4958.0,5096119.0,GCF_001900555.1_Escherichia coli_strain=C8,0.531400266924,50.6554693876,2181.0,@GCF_001900555.1_Escherichia_coli_strain_C8,254.0,0.00120724,15.0
GCF_001900575.1,PRJNA224116,SAMN03252416,,na,562,562,Escherichia coli,strain=C9,,latest,Complete Genome,Major,Full,2016/12/12,ASM190057v1,Nanjing Agricultural University,GCA_001900575.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/575/GCF_001900575.1_ASM190057v1,,,7.0,3.0,4481.0,4677457.0,,,50.8647113164,,,,,
GCF_001900595.1,PRJNA224116,SAMN03252419,,na,562,562,Escherichia coli,strain=D1,,latest,Complete Genome,Major,Full,2016/12/12,ASM190059v1,Nanjing Agricultural University,GCA_001900595.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/595/GCF_001900595.1_ASM190059v1,,,7.0,3.0,4750.0,5207335.0,,,50.6581197484,,,,,
GCF_001900615.1,PRJNA224116,SAMN03252420,,na,562,562,Escherichia coli,strain=D2,,latest,Complete Genome,Major,Full,2016/12/12,ASM190061v1,Nanjing Agricultural University,GCA_001900615.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/615/GCF_001900615.1_ASM190061v1,,,7.0,3.0,4789.0,4876911.0,,,50.6574550981,,,,,
GCF_001900635.1,PRJNA224116,SAMN03252421,,na,562,562,Escherichia coli,strain=D3,,latest,Complete Genome,Major,Full,2016/12/12,ASM190063v1,Nanjing Agricultural University,GCA_001900635.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/635/GCF_001900635.1_ASM190063v1,,,7.0,3.0,5194.0,5236169.0,GCF_001900635.1_Escherichia coli_strain=D3,0.53187480538,50.6873441251,2214.0,@GCF_001900635.1_Escherichia_coli_strain_D3,254.0,0.00399867,20.0
GCF_001900655.1,PRJNA224116,SAMN03252422,,na,562,562,Escherichia coli,strain=D4,,latest,Complete Genome,Major,Full,2016/12/12,ASM190065v1,Nanjing Agricultural University,GCA_001900655.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/655/GCF_001900655.1_ASM190065v1,,,8.0,2.0,4722.0,4935464.0,GCF_001900655.1_Escherichia coli_strain=D4,0.531532806971,50.6739994456,1843.0,@GCF_001900655.1_Escherichia_coli_strain_D4,258.0,0.00131963,9.0
GCF_001900675.1,PRJNA224116,SAMN03252423,,na,562,562,Escherichia coli,strain=D5,,latest,Complete Genome,Major,Full,2016/12/12,ASM190067v1,Nanjing Agricultural University,GCA_001900675.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/675/GCF_001900675.1_ASM190067v1,,,7.0,3.0,4834.0,5019088.0,,,50.825369071,,,,,
GCF_001900695.1,PRJNA224116,SAMN03252424,,na,562,562,Escherichia coli,strain=D6,,latest,Complete Genome,Major,Full,2016/12/12,ASM190069v1,Nanjing Agricultural University,GCA_001900695.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/695/GCF_001900695.1_ASM190069v1,,,7.0,2.0,4701.0,4910852.0,GCF_001900695.1_Escherichia coli_strain=D6,0.53259771335,50.9177022643,2176.0,@GCF_001900695.1_Escherichia_coli_strain_D6,256.0,0.00131845,107.0
GCF_001900715.1,PRJNA224116,SAMN03252427,,na,562,562,Escherichia coli,strain=D9,,latest,Complete Genome,Major,Full,2016/12/12,ASM190071v1,Nanjing Agricultural University,GCA_001900715.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/715/GCF_001900715.1_ASM190071v1,,,7.0,5.0,4629.0,4874277.0,GCF_001900715.1_Escherichia coli_strain=D9,0.532846584587,50.6844604851,1882.0,@GCF_001900715.1_Escherichia_coli_strain_D9,267.0,0.00132072,11.0
GCF_001900735.1,PRJNA224116,SAMN03252428,,na,562,562,Escherichia coli,strain=D10,,latest,Complete Genome,Major,Full,2016/12/12,ASM190073v1,Nanjing Agricultural University,GCA_001900735.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/735/GCF_001900735.1_ASM190073v1,,,7.0,3.0,4824.0,5247683.0,,,50.7346194501,,,,,
GCF_001900775.1,PRJNA224116,SAMN03252429,,na,562,562,Escherichia coli,strain=H1,,latest,Complete Genome,Major,Full,2016/12/12,ASM190077v1,Nanjing Agricultural University,GCA_001900775.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/775/GCF_001900775.1_ASM190077v1,,,7.0,3.0,4640.0,4826576.0,GCF_001900775.1_Escherichia coli_strain=H1,0.534798529696,50.8864462095,1806.0,@GCF_001900775.1_Escherichia_coli_strain_H1,256.0,0.00131682,30.0
GCF_001900795.1,PRJNA224116,SAMN03252430,,na,562,562,Escherichia coli,strain=H2,,latest,Complete Genome,Major,Full,2016/12/12,ASM190079v1,Nanjing Agricultural University,GCA_001900795.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/795/GCF_001900795.1_ASM190079v1,,,7.0,4.0,4256.0,4577859.0,GCF_001900795.1_Escherichia coli_strain=H2,0.534800539017,50.7986812176,2229.0,@GCF_001900795.1_Escherichia_coli_strain_H2,262.0,1e-06,43.0
GCF_001900815.1,PRJNA224116,SAMN03252431,,na,562,562,Escherichia coli,strain=H3,,latest,Complete Genome,Major,Full,2016/12/12,ASM190081v1,Nanjing Agricultural University,GCA_001900815.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/815/GCF_001900815.1_ASM190081v1,,,7.0,2.0,4543.0,4679162.0,GCF_001900815.1_Escherichia coli_strain=H3,0.538963593927,50.8144834481,1805.0,@GCF_001900815.1_Escherichia_coli_strain_H3,255.0,0.00266125,8.0
GCF_001900835.1,PRJNA224116,SAMN03252435,,na,562,562,Escherichia coli,strain=H8,,latest,Complete Genome,Major,Full,2016/12/12,ASM190083v1,Nanjing Agricultural University,GCA_001900835.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/835/GCF_001900835.1_ASM190083v1,,,7.0,4.0,5036.0,5137208.0,,,50.6681060997,,,,,
GCF_001900885.1,PRJNA224116,SAMN03252437,,na,562,562,Escherichia coli,strain=H14,,latest,Complete Genome,Major,Full,2016/12/12,ASM190088v1,Nanjing Agricultural University,GCA_001900885.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/885/GCF_001900885.1_ASM190088v1,,,7.0,1.0,4534.0,4735489.0,,,50.7640499218,,,,,
GCF_001900905.1,PRJNA224116,SAMN03252450,,na,562,562,Escherichia coli,strain=S3,,latest,Complete Genome,Major,Full,2016/12/12,ASM190090v1,Nanjing Agricultural University,GCA_001900905.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/905/GCF_001900905.1_ASM190090v1,,,7.0,1.0,4463.0,4632368.0,,,50.6615838811,,,,,
GCF_001900925.1,PRJNA224116,SAMN03252452,,na,562,562,Escherichia coli,strain=S21,,latest,Complete Genome,Major,Full,2016/12/12,ASM190092v1,Nanjing Agricultural University,GCA_001900925.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/925/GCF_001900925.1_ASM190092v1,,,7.0,1.0,4534.0,4733615.0,,,50.7646692855,,,,,
GCF_001900945.1,PRJNA224116,SAMN03252454,,na,562,562,Escherichia coli,strain=S40,,latest,Complete Genome,Major,Full,2016/12/12,ASM190094v1,Nanjing Agricultural University,GCA_001900945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/945/GCF_001900945.1_ASM190094v1,,,8.0,1.0,4614.0,5399183.0,GCF_001900945.1_Escherichia coli_strain=S40,0.53714052746,50.8745860253,1829.0,@GCF_001900945.1_Escherichia_coli_strain_S40,253.0,0.00397508,15.0
GCF_001900965.1,PRJNA224116,SAMN03252455,,na,562,562,Escherichia coli,strain=S42,,latest,Complete Genome,Major,Full,2016/12/12,ASM190096v1,Nanjing Agricultural University,GCA_001900965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/965/GCF_001900965.1_ASM190096v1,,,7.0,1.0,4712.0,4838808.0,,,50.8580212317,,,,,
GCF_001900985.1,PRJNA224116,SAMN03252456,,na,562,562,Escherichia coli,strain=S43,,latest,Complete Genome,Major,Full,2016/12/12,ASM190098v1,Nanjing Agricultural University,GCA_001900985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/900/985/GCF_001900985.1_ASM190098v1,,,7.0,1.0,4704.0,5043711.0,,,50.6407286222,,,,,
GCF_001901005.1,PRJNA224116,SAMN03252438,,na,562,562,Escherichia coli,strain=H15,,latest,Complete Genome,Major,Full,2016/12/12,ASM190100v1,Nanjing Agricultural University,GCA_001901005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/005/GCF_001901005.1_ASM190100v1,,,7.0,2.0,4640.0,4857969.0,,,50.81955031,,,,,
GCF_001901025.1,PRJNA224116,SAMN03252439,,na,562,562,Escherichia coli,strain=M1,,latest,Complete Genome,Major,Full,2016/12/12,ASM190102v1,Nanjing Agricultural University,GCA_001901025.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/025/GCF_001901025.1_ASM190102v1,,,7.0,3.0,4958.0,5148066.0,GCF_001901025.1_Escherichia coli_strain=M1,0.532191982583,50.6573148052,1807.0,@GCF_001901025.1_Escherichia_coli_strain_M1,261.0,1e-06,34.0
GCF_001901045.1,PRJNA224116,SAMN03252440,,na,562,562,Escherichia coli,strain=M3,,latest,Complete Genome,Major,Full,2016/12/12,ASM190104v1,Nanjing Agricultural University,GCA_001901045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/045/GCF_001901045.1_ASM190104v1,,,7.0,3.0,5041.0,5146339.0,GCF_001901045.1_Escherichia coli_strain=M3,0.533606463214,50.6556796977,1816.0,@GCF_001901045.1_Escherichia_coli_strain_M3,255.0,0.00131077,32.0
GCF_001901065.1,PRJNA224116,SAMN03252441,,na,562,562,Escherichia coli,strain=M6,,latest,Complete Genome,Major,Full,2016/12/12,ASM190106v1,Nanjing Agricultural University,GCA_001901065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/065/GCF_001901065.1_ASM190106v1,,,7.0,5.0,5032.0,5310163.0,,,50.4635356768,,,,,
GCF_001901085.1,PRJNA224116,SAMN03252442,,na,562,562,Escherichia coli,strain=M8,,latest,Complete Genome,Major,Full,2016/12/12,ASM190108v1,Nanjing Agricultural University,GCA_001901085.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/085/GCF_001901085.1_ASM190108v1,,,7.0,5.0,4934.0,5045582.0,,,50.4869408524,,,,,
GCF_001901105.1,PRJNA224116,SAMN03252443,,na,562,562,Escherichia coli,strain=M9,,latest,Complete Genome,Major,Full,2016/12/12,ASM190110v1,Nanjing Agricultural University,GCA_001901105.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/105/GCF_001901105.1_ASM190110v1,,,7.0,4.0,5110.0,5304349.0,,,50.4675503064,,,,,
GCF_001901125.1,PRJNA224116,SAMN03252444,,na,562,562,Escherichia coli,strain=M10,,latest,Complete Genome,Major,Full,2016/12/12,ASM190112v1,Nanjing Agricultural University,GCA_001901125.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/125/GCF_001901125.1_ASM190112v1,,,7.0,6.0,4794.0,4954801.0,GCF_001901125.1_Escherichia coli_strain=M10,0.526800981602,50.810436181,2183.0,@GCF_001901125.1_Escherichia_coli_strain_M10,257.0,1e-06,17.0
GCF_001901145.1,PRJNA224116,SAMN03252445,,na,562,562,Escherichia coli,strain=M11,,latest,Complete Genome,Major,Full,2016/12/12,ASM190114v1,Nanjing Agricultural University,GCA_001901145.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/145/GCF_001901145.1_ASM190114v1,,,7.0,7.0,5051.0,5306134.0,,,50.479595879,,,,,
GCF_001901165.1,PRJNA224116,SAMN03252446,,na,562,562,Escherichia coli,strain=M15,,latest,Complete Genome,Major,Full,2016/12/12,ASM190116v1,Nanjing Agricultural University,GCA_001901165.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/165/GCF_001901165.1_ASM190116v1,,,7.0,6.0,5137.0,5328503.0,GCF_001901165.1_Escherichia coli_strain=M15,0.527442302699,50.4999997185,2220.0,@GCF_001901165.1_Escherichia_coli_strain_M15,261.0,0.00262374,15.0
GCF_001901185.1,PRJNA224116,SAMN03252447,,na,562,562,Escherichia coli,strain=M18,,latest,Complete Genome,Major,Full,2016/12/12,ASM190118v1,Nanjing Agricultural University,GCA_001901185.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/185/GCF_001901185.1_ASM190118v1,,,7.0,2.0,4984.0,5160136.0,GCF_001901185.1_Escherichia coli_strain=M18,0.520624457033,50.522428091,2180.0,@GCF_001901185.1_Escherichia_coli_strain_M18,260.0,0.00536655,25.0
GCF_001901215.1,PRJNA224116,SAMN03252448,,na,562,562,Escherichia coli,strain=M19,,latest,Complete Genome,Major,Full,2016/12/12,ASM190121v1,Nanjing Agricultural University,GCA_001901215.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/215/GCF_001901215.1_ASM190121v1,,,7.0,5.0,5135.0,5327147.0,,,50.4987941951,,,,,
GCF_001901315.1,PRJNA224116,SAMN03252449,,na,562,562,Escherichia coli,strain=S1,,latest,Complete Genome,Major,Full,2016/12/12,ASM190131v1,Nanjing Agricultural University,GCA_001901315.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/315/GCF_001901315.1_ASM190131v1,,,7.0,2.0,4500.0,4707208.0,,,50.8400945954,,,,,
GCF_001901365.1,PRJNA224116,SAMN03252453,,na,562,562,Escherichia coli,strain=S30,,latest,Complete Genome,Major,Full,2016/12/12,ASM190136v1,Nanjing Agricultural University,GCA_001901365.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/365/GCF_001901365.1_ASM190136v1,,,7.0,4.0,4810.0,5072853.0,,,50.6653947985,,,,,
GCF_001901405.1,PRJNA224116,SAMN03252457,,na,562,562,Escherichia coli,strain=S50,,latest,Complete Genome,Major,Full,2016/12/12,ASM190140v1,Nanjing Agricultural University,GCA_001901405.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/405/GCF_001901405.1_ASM190140v1,,,7.0,2.0,4804.0,4981720.0,,,50.7107384598,,,,,
GCF_001901425.1,PRJNA224116,SAMN03252414,,na,562,562,Escherichia coli,strain=C7,,latest,Complete Genome,Major,Full,2016/12/12,ASM190142v1,Nanjing Agricultural University,GCA_001901425.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/425/GCF_001901425.1_ASM190142v1,,,7.0,2.0,5300.0,5372411.0,,,50.6708626723,,,,,
GCF_001901445.1,PRJNA224116,SAMN03252458,,na,562,562,Escherichia coli,strain=S56,,latest,Complete Genome,Major,Full,2016/12/12,ASM190144v1,Nanjing Agricultural University,GCA_001901445.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/445/GCF_001901445.1_ASM190144v1,,,7.0,4.0,4784.0,4992522.0,,,50.8442426493,,,,,
GCF_001901465.1,PRJNA224116,SAMN03252451,,na,562,562,Escherichia coli,strain=S10,,latest,Complete Genome,Major,Full,2016/12/12,ASM190146v1,Nanjing Agricultural University,GCA_001901465.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/901/465/GCF_001901465.1_ASM190146v1,,,7.0,1.0,4755.0,4886210.0,,,50.7691646491,,,,,
GCF_001932515.1,PRJNA224116,SAMN06115651,,na,562,562,Escherichia coli,strain=tolC-,,latest,Complete Genome,Major,Full,2017/01/03,ASM193251v1,Helmholtz-Centre for Infection Research,GCA_001932515.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/932/515/GCF_001932515.1_ASM193251v1,,,7.0,1.0,4622.0,4792200.0,,,50.7292475272,,,,,
GCF_001936315.1,PRJNA224116,SAMN05853574,,na,562,562,Escherichia coli,strain=SLK172,,latest,Complete Genome,Major,Full,2017/01/05,ASM193631v1,Tianjin Biochip Corporation,GCA_001936315.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/936/315/GCF_001936315.1_ASM193631v1,,,7.0,3.0,5484.0,5773662.0,,,50.4320135124,,,,,
GCF_001969285.1,PRJNA224116,SAMN06197014,,na,562,562,Escherichia coli,strain=WCHEC1613,,latest,Complete Genome,Major,Full,2017/01/23,ASM196928v1,"West China Hospital, Sichuan University",GCA_001969285.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/969/285/GCF_001969285.1_ASM196928v1,,,7.0,4.0,4834.0,5123493.0,,,50.6342645535,,,,,
GCF_002007705.1,PRJNA224116,SAMN06314933,,na,562,562,Escherichia coli,strain=NCTC86,,latest,Complete Genome,Major,Full,2017/02/28,ASM200770v1,National University of Singapore and Genome Institute of Singapore,GCA_002007705.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/007/705/GCF_002007705.1_ASM200770v1,,,7.0,1.0,4784.0,5111920.0,,,50.6614931376,,,,,
GCF_002009315.1,PRJNA224116,SAMN06344815,,na,562,562,Escherichia coli,strain=MDR_56,,latest,Complete Genome,Major,Full,2017/03/02,ASM200931v1,Centers for Disease Control and Prevention,GCA_002009315.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/009/315/GCF_002009315.1_ASM200931v1,,,7.0,8.0,5251.0,5465306.0,GCF_002009315.1_Escherichia coli_strain=MDR_56,0.527042895986,50.7984365377,1822.0,@GCF_002009315.1_Escherichia_coli_strain_MDR_56,263.0,0.00131963,32.0
GCF_002011945.1,PRJNA224116,SAMN05511177,,na,562,562,Escherichia coli,strain=Ecol_224,,latest,Complete Genome,Major,Full,2017/03/03,ASM201194v1,University of Oxford,GCA_002011945.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/011/945/GCF_002011945.1_ASM201194v1,,,7.0,9.0,5125.0,5223096.0,,,50.6958516558,,,,,
GCF_002011965.1,PRJNA224116,SAMN05511184,,na,562,562,Escherichia coli,strain=Ecol_276,,latest,Complete Genome,Major,Full,2017/03/03,ASM201196v1,University of Oxford,GCA_002011965.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/011/965/GCF_002011965.1_ASM201196v1,,,7.0,5.0,5018.0,5126305.0,,,50.7433521806,,,,,
GCF_002011985.1,PRJNA224116,SAMN05511183,,na,562,562,Escherichia coli,strain=Ecol_316,,latest,Complete Genome,Major,Full,2017/03/03,ASM201198v1,University of Oxford,GCA_002011985.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/011/985/GCF_002011985.1_ASM201198v1,,,7.0,4.0,5252.0,5471138.0,GCF_002011985.1_Escherichia coli_strain=Ecol_316,0.521214174017,50.8218948233,1898.0,@GCF_002011985.1_Escherichia_coli_strain_Ecol_316,256.0,0.00131819,9.0
GCF_002012005.1,PRJNA224116,SAMN05511179,,na,562,562,Escherichia coli,strain=Ecol_517,,latest,Complete Genome,Major,Full,2017/03/03,ASM201200v1,University of Oxford,GCA_002012005.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/005/GCF_002012005.1_ASM201200v1,,,7.0,3.0,4745.0,4968096.0,,,50.6678614906,,,,,
GCF_002012025.1,PRJNA224116,SAMN05511186,,na,562,562,Escherichia coli,strain=Ecol_542,,latest,Complete Genome,Major,Full,2017/03/03,ASM201202v1,University of Oxford,GCA_002012025.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/025/GCF_002012025.1_ASM201202v1,,,7.0,5.0,5280.0,5395325.0,,,50.8143995033,,,,,
GCF_002012045.1,PRJNA224116,SAMN05511169,,na,562,562,Escherichia coli,strain=Ecol_545,,latest,Complete Genome,Major,Full,2017/03/03,ASM201204v1,University of Oxford,GCA_002012045.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/045/GCF_002012045.1_ASM201204v1,,,7.0,6.0,5086.0,5276034.0,,,50.6270808717,,,,,
GCF_002012065.1,PRJNA224116,SAMN05511161,,na,562,562,Escherichia coli,strain=Ecol_656,,latest,Complete Genome,Major,Full,2017/03/03,ASM201206v1,University of Oxford,GCA_002012065.1,identical,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/012/065/GCF_002012065.1_ASM201206v1,,,7.0,3.0,5278.0,5405139.0,GCF_002012065.1_Escherichia coli_strain=Ecol_656,0.520879634785,50.7992116391,1887.0,@GCF_002012065.1_Escherichia_coli_strain_Ecol_656,259.0,0.0013196,7.0
