sample_name,GenBank BioSample,NCBI SRA,project_id,source_mat_id,latitude,longitude,habitat_name,taxon_id,strain,genus,species,family,depth,sample_collection_site,class,phylum,assembly_accession_number,collection_date,date_of_experiment,day_portion_of_day_night_cycle_in_hours,envo_term_for_habitat_primary_term,growth_medium,investigation_type,light,other_collection_site_info,sample_material,experimental_salinity,experimental_temperature,fastq_file,night_portion_of_day_night_cycle_in_hours,primary_citation,longhurst_province,ph,clonal,envo_term_for_habitat_secondary_term,habitat_description,prey_organism_if_applicable,environmental_salinity,other_experimental_metadata_available,country,axenic,modifications_to_growth_medium,additional_citations,collection_time,other_environmental_metadata_available,environmental_temperature,phosphate,nitrate,iron,trace_elements,pressure,carbon_dioxide,ammonium,pcr_amp,silicate,sample_type,sample_description,collection_start_time,collection_stop_time,site_name,site_description,library_acc,sequencing_method,dna_type,comments,order,superkingdom,combined_assembly_name,external_sample_id,habitat,principle_investigator,sample_volume,volume_unit,filter_min,filter_max,filter_fraction_maximum,filter_fraction_minimum,volume_filtered,urea,chlorophyll,elevation,dissolved_oxygen,particulate_organic_carbon,region,n16S,nge,ncds,genome_size,tax_name,phi,GC,clade,tip_name,npaths_actual,branch_length,nec_actual
MMETSP0201,2739954,SRS618859,104,CAM_SMPL_002468,,,marine habitat,156230,Wilson,Karenia,brevis,Gymnodiniaceae,,Gulf of Mexico,Dinophyceae,Dinophyta,CAM_ASM_000286,01-JAN-53,07-APR-08,16.0,Acquatic: marine,f/2 amended seawater,EU,50.0,"St. Johns Pass, FL",,36.0,25.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP020/MMETSP0201.fastq.tar,8.0,"Daugbjerg, N., Hansen, G., Larson, J., Moestrup, O. 2000. Phylogeny of some of the major genera of dinoflagellates based on ultrastructure and partial LSU rDNA sequence data, including the erection of three new genera of unarmored dinoflagellates. Phycolo",,8.3,Unknown,,coastal harmful algal bloom,,,"mid-log phase, division rate 0.6 div./day",US,No,,"Morey, J.S., Monroe, E.A., Kinney, A.L., Beal, M., Johnson, J.G., Hitchcock, G.L., Van Dolah, F.M. 2011. Transcriptomic response of the Florida red tide dinoflagellate, Karenia brevis, to nitrogen and phosphorus depletion and addition. BMC Genomics (in pr",,,,36.0,883.0,,25.0,,,,No,,eukaryotes,Karenia brevis Wilson,1953-01-01 00:00:00.0,1953-01-01 00:00:00.0,Gulf of Mexico,"St. Johns Pass, FL",CAM_LIB_001234,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0201"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0201</a>",Gymnodiniales,Eukaryota,Karenia-brevis-Wilson,K. brevis Wilson log,marine habitat,Frances Van Dolah,,,,,,,,,,,,,,,,,,MMETSP0201|Karenia-brevis-Wilson,,,137.0,@MMETSP0201_Karenia-brevis-Wilson,259.0,0.00108629,6580.0
MMETSP0211,2740177,SRS619024,104,CAM_SMPL_002469,38.54,8.46,marine habitat,311385,OXSARD2,Pseudokeronopsis,sp.,Pseudokeronopsidae,,Tyrrhenian Sea,Spirotrichea,Ciliophora,CAM_ASM_000287,01-APR-99,01-FEB-12,12.0,Acquatic: marine,"autoclaved artificial seawater (Red Sea Salt, Red Sea, http://www.redseafish.com)",EU,300.0,"“Torre di Piscinni” (Cagliari, Italy)",Seawater and sediment,33.0,19.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP021/MMETSP0211.fastq.tar,12.0,"Modeo L., Frassanito R., Andreoli I., Carducci D., Guella G., Rosati G., Verni F., Dini F., Petroni G. (2008). Multidisciplinary characterization of two new species of colored stichotrichs belonging to the genus Pseudokeronopsis (Ciliophora, Spirotrichea)",MEDI,8.2,1,Other,marine tidal pools,Pheodactylum tricornutum,33.0,Cells treated with 0.1 mg/ml ampicillin overnigth and then washed in autoclaved seawater,ITALY,No,,"Guella, G., Frassanito, R., Mancini, I., Sandron, T., Modeo, L., Verni, F., Dini, F., and Petroni, G. (2010). Keronopsamides, a new class of pigments from marine ciliates. Eur J Org Chem, 3:427--434",11:00 PM,no other types of environmental metadata available,19.0,,,,,,,,No,,eukaryotes,Pseudokeronopsis sp. OXSARD2,2099-04-01 23:00:00.0,2099-04-01 23:00:00.0,Tyrrhenian Sea,"?Torre di Piscinni? (Cagliari, Italy)",CAM_LIB_001235,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0211"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0211</a>",Urostylida,Eukaryota,,,marine habitat,Denis Lynn,,,,,,,,,,,,,,,,,,MMETSP0211|Pseudokeronopsis-sp-OXSARD2,,,185.0,@MMETSP0211_Pseudokeronopsis-sp-OXSARD2,93.0,0.0402669,915.0
MMETSP0213,2740191,SRS619022,104,CAM_SMPL_002470,43.47,10.16,other,151035,FSP1.4,Euplotes,harpa,Euplotidae,,estuary of Serchio River (Pisa),Spirotrichea,Ciliophora,CAM_ASM_000288,15-SEP-00,01-FEB-12,12.0,Other,"autoclaved artificial seawater (Red Sea Salt, Red Sea, http://www.redseafish.com) diluted with distilled water",EU,300.0,,Brackish water and sediment,5.0,19.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP021/MMETSP0213.fastq.tar,12.0,"Vannini C., Petroni G., Verni F. & Rosati G. 2005. Polynucleobacter bacteria in the brackish–water species Euplotes harpa (Ciliata, Hypotrichia). J. Eukaryot. Microbiol., 52(2): 116-122.",MEDI,8.2,1,Other,Brackish water estuarine pond,Dunaliella salina and Dunaliella tertiolecta,5.0,Cells treated with 0.1 mg/ml ampicillin overnigth and then washed in autoclaved seawater. Cells harbour obligate endosymbionts of the species Polynucleobacter necessarius (Betaproteobacteria) ampicillin-resistent.,ITALY,No,,###############################################################################################################################################################################################################################################################,,,,,,,,,,,No,,eukaryotes,Euplotes harpa FSP1.4,2000-09-15 00:00:00.0,2000-09-15 00:00:00.0,estuary of Serchio River (Pisa),,CAM_LIB_001236,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0213"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0213</a>",Euplotida,Eukaryota,,,other,Denis Lynn,,,,,,,,,,,,,,,,,,MMETSP0213|Euplotes-harpa-FSP1-4,,,190.0,@MMETSP0213_Euplotes-harpa-FSP1-4,107.0,0.109601,1919.0
MMETSP0224,2740434,SRS618857,104,CAM_SMPL_002471,49.0,-122.95,marine habitat,285029,CCCM 725,Togula,jolla,Gymnodiniaceae,,,Dinophyceae,Dinophyta,CAM_ASM_000289,,24-JUN-11,14.0,,HESNW,EU,3800.0,,seawater,30.0,18.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP022/MMETSP0224.fastq.tar,10.0,"Jørgensen, M.F., Murray, S. & Daugbjerg, N. (2004). A new genus of athecate interstitial dinoflagellates, Togula gen. nov., previously encompassed within Amphidinium sensu lato: Inferred from light and electron microscopy and phylogenetic analyses of par",,7.0,Unknown,,,,,,,No,no silica,,,,,0.3,3.0,,,,,0.11,No,,eukaryotes,Togula jolla CCCM 725,,,,,CAM_LIB_001237,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0224"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0224</a>",Gymnodiniales,Eukaryota,,Togjoll,marine habitat,Juan Saldarriaga,,,,,,,,,,,,,,,,,,MMETSP0224|Togula-jolla-CCCM725,,,143.0,@MMETSP0224_Togula-jolla-CCCM725,255.0,0.153085,3986.0
MMETSP0225,2740045,SRS621322,104,CAM_SMPL_002472,23.809,-89.757,marine habitat,2923,CCCM 670 (=CCMP 1069),Thoracosphaera,heimii,Thoracosphaeraceae,,Gulf of Mexico,Dinophyceae,Dinophyta,CAM_ASM_000290,23-APR-80,02-JUN-11,14.0,,HESNW,EU,3800.0,,seawater,30.0,23.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP022/MMETSP0225.fastq.tar,10.0,"Inouye, I. & Pienaar, R.N. (1983). Observations on the life cycle and microanatomy of Thoracosphaera heimii (Dinophyceae) with special refeence to its systematic position. S.-Afr. Tydskr. Plantk. 2: 63-75.",CARB,7.0,Unknown,,,,,,US,No,no silica,"Meier, K.J.S., Young, J.R., Kirsch, M. & Feist-Burkhardt, S. (2007). Evolution of different life-cycle strategies in oceanic calcareous dinoflagellates. European Journal of Phycology 42: 81-89.",,,,0.3,3.0,,,,,0.11,1,,eukaryotes,Thoracosphaera heimii CCCM 670 (=CCMP 1069),1980-04-23 00:00:00.0,1980-04-23 00:00:00.0,Gulf of Mexico,,CAM_LIB_001238,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0225"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0225</a>",Thoracosphaerales,Eukaryota,,Thorheim,marine habitat,Juan Saldarriaga,,,,,,,,,,,,,,,,,,MMETSP0225|Thoracosphaera-heimii-CCCM670=CCMP1069,,,94.0,@MMETSP0225_Thoracosphaera-heimii-CCCM670_CCMP1069,0.0,0.0474775,1.0
MMETSP0228,2740435,SRS618854,104,CAM_SMPL_002473,48.88,-123.05,marine habitat,133427,CCCM 535 (=CCMP 1889),Protoceratium,reticulatum,Gonyaulacaceae,,,Dinophyceae,Dinophyta,CAM_ASM_000291,,02-JUN-11,14.0,,HESNW,EU,3800.0,,seawater,30.0,18.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP022/MMETSP0228.fastq.tar,10.0,"Satake M., MacKenzie L. & Yasumoto T. 1997. Identification of Protoceratium reticulatum as the biogenetic origin of yessotoxin. Nat. Toxins 5: 164-167.",,7.0,Unknown,,,,,,,No,no silica,,,,,0.3,3.0,,,,,0.11,No,,eukaryotes,Protoceratium reticulatum CCCM 535 (=CCMP 1889),,,,,CAM_LIB_001239,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0228"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0228</a>",Gonyaulacales,Eukaryota,,Protret,marine habitat,Juan Saldarriaga,,,,,,,,,,,,,,,,,,MMETSP0228|Protoceratium-reticulatum-CCCM535=CCMP1889,,,142.0,@MMETSP0228_Protoceratium-reticulatum-CCCM535_CCMP1889,253.0,0.149634,5458.0
MMETSP0229,2740436,SRS621557,104,CAM_SMPL_002474,,,marine habitat,2972,CCCM 517,Pyrocystis,lunula,Pyrocystaceae,,,Dinophyceae,Dinophyta,CAM_ASM_000292,,02-JUN-11,14.0,,HESNW,EU,3800.0,,seawater,30.0,23.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP022/MMETSP0229.fastq.tar,10.0,"Heimann, K., Klerks, P.L. & Hasenstein, K.H. (2009). Involvement of actin and microtubules in regulation of bioluminescence and translocation of chloroplasts in the dinoflagellate Pyrocystis lunula. Botanica Marina 52(2): 170-177",,7.0,Unknown,,,,,,,No,no silica,"Swift, E. & Taylor, W.R. (1967). Bioluminescence and chloroplast movement in the dinoflagellate Pyrocystis lunula. Journal of Phycology 3: 77-81.",,,,0.3,3.0,,,,,0.11,1,,eukaryotes,Pyrocystis lunula CCCM 517,,,,,CAM_LIB_001240,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0229"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0229</a>",Pyrocystales,Eukaryota,,Pyrlun,marine habitat,Juan Saldarriaga,,,,,,,,,,,,,,,,,,MMETSP0229|Pyrocystis-lunula-CCCM517,,,85.0,@MMETSP0229_Pyrocystis-lunula-CCCM517,0.0,0.225778,1.0
MMETSP0227,2740098,SRS618866,104,CAM_SMPL_002476,-77.85,166.75,marine habitat,89957,CCMP 1383,Polarella,glacialis,Suessiaceae,,McMurdo Sound,Dinophyceae,Dinophyta,CAM_ASM_000294,01-JUN-91,18-JUL-11,14.0,,HESNW,EU,3800.0,,seawater,30.0,4.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP022/MMETSP0227.fastq.tar,10.0,"Montresor, M., Procaccini, G. & Stoecker, D.K. (1999). Polarella glacialis, gen. nov., sp. nov. (Dinophyceae): Suessiaceae are still alive!. Journal of Phycology 35: 186-197",,7.0,Unknown,,,,,,AQ,No,no silica,"Thomson, P.G., Wright, S.W., Bolch, C.J.S., Nichols, P.D., Skerratt, J.H. & McMinn, A. (2004). Antarctic distribution, pigment and lipid composition, and molecular identification of the brine dinoflagellate Polarella glacialis (Dinophyceae). Journal of Ph",,,,0.3,3.0,,,,,0.11,No,,eukaryotes,Polarella glacialis CCMP 1383,1991-06-01 00:00:00.0,1991-06-01 00:00:00.0,McMurdo Sound,,CAM_LIB_001242,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0227"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0227</a>",Suessiales,Eukaryota,,Polglac,marine habitat,Juan Saldarriaga,,,,,,,,,,,,,,,,,,MMETSP0227|Polarella-glacialis-CCMP1383,,,101.0,@MMETSP0227_Polarella-glacialis-CCMP1383,251.0,0.00552932,5033.0
MMETSP0216,2740129,SRS618939,104,CAM_SMPL_002477,43.47558,10.33003,marine habitat,223996,Boccale,Protocruzia,adherens,Protocruziidae,0.05,Ligurian Sea,Spirotrichea,Ciliophora,CAM_ASM_000295,01-SEP-95,17-NOV-11,,Acquatic: marine,"Artificial seawater prepared according to Allen's formula (Allen, 1914)",EU,,,Seawater-sediment,32.0,23.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP021/MMETSP0216.fastq.tar,,"Song, W., Wilbert, N. 1997. Morphological investigations on some free living ciliates (Protozoa, Ciliophora) from China Sea with description of a new hypotrichous genus, Hemigastrostyla nov. gen. Arch. Protistenk. 148:413-444.",,7.8,No,Sediment,,Dunaliella tertiolecta,,,ITALY,No,"Enriched with Walnes's formula (Bidwell and Spotte, 1985)",###############################################################################################################################################################################################################################################################,,,,70.0,250.0,,650.0,,,80.0,No,50.0,eukaryotes,Protocruzia adherens Boccale,1995-09-01 00:00:00.0,1995-09-01 00:00:00.0,Ligurian Sea,,CAM_LIB_001243,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0216"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0216</a>",,Eukaryota,,,marine habitat,Denis Lynn,,,,,,,,,,,,,,,,,,MMETSP0216|Protocruzia-adherens-Boccale,,,166.0,@MMETSP0216_Protocruzia-adherens-Boccale,163.0,0.209691,4296.0
MMETSP0209,2740186,SRS619051,104,CAM_SMPL_002483,40.3,17.57,marine habitat,665100,P1,Litonotus,pictus,Litonotidae,,Ionian Sea,Litostomatea,Ciliophora,CAM_ASM_000301,01-APR-00,16-FEB-12,12.0,Acquatic: marine,"autoclaved artificial seawater (Red Sea Salt, Red Sea, http://www.redseafish.com)",EU,300.0,"Campomarino di Maruggio (Taranto, Puglia)",Seawater and sediment,33.0,19.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP020/MMETSP0209.fastq.tar,12.0,"Modeo, L., Petroni, G., Verni, F., Rosati, G. (2002). The fine structure of the extrusomes of two ciliate predator species. 22° Meeting of the Italian Society of Protozoology (SIP). 20-21 September 2001, La Spezia (Italy). J Eukaryot Microbiol, 49: 13A.",MEDI,8.2,1,Other,"50-100 cm diameter, 5-10 cm deep, pools on rocky shore",Euplotes crassus,33.0,Cells treated with 0.1 mg/ml ampicillin overnigth and then washed in autoclaved seawater,ITALY,No,,"Kim S-J and Min GS. 2009. Taxonomic study of poorly-known marine pleurostomatid ciliates of Litonotus paracygnus and L. pictus (Ciliophora: Pleurostomatida) from Korea. The Korean Journal of Systematic Zoology, 25: 167-178.",,no other types of environmental metadata available,19.0,,,,,,,,No,,eukaryotes,Litonotus pictus P1,2000-04-01 00:00:00.0,2000-04-01 00:00:00.0,Ionian Sea,"Campomarino di Maruggio (Taranto, Puglia)",CAM_LIB_001249,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0209"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0209</a>",Pleurostomatida,Eukaryota,,,marine habitat,Denis Lynn,,,,,,,,,,,,,,,,,,MMETSP0209|Litonotus-pictus-P1,,,200.0,@MMETSP0209_Litonotus-pictus-P1,132.0,0.329876,1248.0
MMETSP0210,2740245,SRS619018,104,CAM_SMPL_002484,43.3,10.2,marine habitat,40633,COL2,Condylostoma,magnum,Condylostomatidae,,Ligurian Sea,Heterotrichea,Ciliophora,CAM_ASM_000302,15-MAR-07,20-JAN-12,12.0,Acquatic: marine,"autoclaved artificial seawater (Red Sea Salt, Red Sea, http://www.redseafish.com)",EU,300.0,"Naval Academy, Livorno (Tuscany)",seawater and sediment,33.0,19.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP021/MMETSP0210.fastq.tar,12.0,"Modeo L., Dias R. J., Fernandes N., Tomei G., Boscaro V., Verni F., da Silva-Neto I. D., Petroni G. (2011). Phylogenetic systematics of the genus Condylostoma (Ciliophora, Heterotrichea) by means of a multidisciplinary analytical study of some marine and",MEDI,8.2,1,Other,"50-100 cm diameter, 5-10 cm deep, pools on a rocky shore near Livorno, Ligurian Sea",Pheodactylum tricornutum,33.0,Cells treated with 0.1 mg/ml ampicillin overnigth and then washed in autoclaved seawater,ITALY,No,,,10:00 AM,no other types of environmental metadata available,,,,,,,,,No,,eukaryotes,Condylostoma magnum COL2,2007-03-15 10:00:00.0,2007-03-15 10:00:00.0,Ligurian Sea,"Naval Academy, Livorno (Tuscany)",CAM_LIB_001250,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0210"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0210</a>",Heterotrichida,Eukaryota,,,marine habitat,Denis Lynn,,,,,,,,,,,,,,,,,,MMETSP0210|Condylostoma-magnum-COL2,,,163.0,@MMETSP0210_Condylostoma-magnum-COL2,28.0,0.248841,189.0
MMETSP0232,2740437,SRS619084,104,CAM_SMPL_002491,,,,284592,J26,Debaryomyces,hansenii,Saccharomycetaceae,,,Saccharomycetes,Ascomycota,CAM_ASM_000309,,14-JUL-11,,,Yeast-Peptone-Dextrose (2% each) Broth,EU,,,,,25.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP023/MMETSP0232.fastq.tar,,"Norkrans (1966). Studies on marine occurring yeasts: Growth related to pH, NaCl concentration and temperature. Arch. Microbiol. 54(4):374-392",,6.5,1,,,,,,,1,none,19235772,,,,,,,,,,,No,,eukaryotes,Debaryomyces hansenii J26,,,,,CAM_LIB_001257,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0232"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0232</a>",Saccharomycetales,Eukaryota,Debaryomyces-hansenii-J26,Control,,Nadathur Govind,,,,,,,,,,,,,,,,,,MMETSP0232|Debaryomyces-hansenii-J26,,,208.0,@MMETSP0232_Debaryomyces-hansenii-J26,147.0,0.270459,672.0
MMETSP0251,2740441,SRS621556,104,CAM_SMPL_002495,,,marine habitat,2945,CCCM 845,Prorocentrum,micans,Prorocentraceae,,,Dinophyceae,Dinophyta,CAM_ASM_000313,,02-JUN-11,14.0,,HESNW,EU,3800.0,,seawater,30.0,18.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP025/MMETSP0251.fastq.tar,10.0,"Grzebyk, D., Sako, Y. and Berland, B. 1998: Phylogenetic analysis of nine species of Prorocentrum (Dinophyceae) inferred from 18S ribosomal DNA sequences, morphological comparisons and description of Prorocentrum panamensis sp. nov. J. Phycol. 34: 1055-10",,7.0,Unknown,,,,,,,No,no silica,,,,,0.3,3.0,,,,,0.11,1,,eukaryotes,Prorocentrum micans CCCM 845,,,,,CAM_LIB_001261,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0251"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0251</a>",Prorocentrales,Eukaryota,,Prormic,marine habitat,Juan Saldarriaga,,,,,,,,,,,,,,,,,,MMETSP0251|Prorocentrum-micans-CCCM845,,,131.0,@MMETSP0251_Prorocentrum-micans-CCCM845,4.0,0.0646815,14.0
MMETSP0252,2740099,SRS621555,104,CAM_SMPL_002496,42.22,-8.73,marine habitat,39448,CCMP 684,Prorocentrum,lima,Prorocentraceae,,"Ria de Vigo, Galicia",Dinophyceae,Dinophyta,CAM_ASM_000314,01-JUN-91,18-JUL-11,14.0,,HESNW,EU,3800.0,,seawater,30.0,22.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP025/MMETSP0252.fastq.tar,10.0,"Grzebyk, D., Sako, Y. and Berland, B. 1998: Phylogenetic analysis of nine species of Prorocentrum (Dinophyceae) inferred from 18S ribosomal DNA sequences, morphological comparisons and description of Prorocentrum panamensis sp. nov. J. Phycol. 34: 1055-10",,7.0,Unknown,,,,,,SPAIN,No,no silica,"Barbier, M., Amzil, Z., Mondeguer, F., Bhaud, Y., Soyer-Gobillard, M.-O. & Lassus, P. (1999). Okadaic acid and PP2A cellular immunolocalization in Prorocentrum lima (Dinophyceae). Phycologia 38: 41-46",,,,0.3,3.0,,,,,0.11,1,,eukaryotes,Prorocentrum lima CCMP 684,1991-06-01 00:00:00.0,1991-06-01 00:00:00.0,"Ria de Vigo, Galicia",,CAM_LIB_001262,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0252"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0252</a>",Prorocentrales,Eukaryota,,Prorlima,marine habitat,Juan Saldarriaga,,,,,,,,,,,,,,,,,,MMETSP0252|Prorocentrum-lima-CCMP684,,,116.0,@MMETSP0252_Prorocentrum-lima-CCMP684,0.0,0.159169,3.0
MMETSP0253,2740115,SRS619045,104,CAM_SMPL_002497,,,marine habitat,2966,Noctiluca scintillans,Noctiluca,scintillans,Noctilucaceae,,"Puget Sound, WA",Dinophyceae,Dinophyta,CAM_ASM_000315,12-APR-94,18-JUL-11,14.0,,HESNW,EU,3800.0,,seawater,30.0,16.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP025/MMETSP0253.fastq.tar,10.0,"Hoppenrath, M. and Leander, B. 2010: Dinoflagellate phylogeny as inferred from heat shock protein 90 and ribosomal gene sequences. PLoS One 5: e13220",,7.0,No,,,,,,US,No,no silica,"Gómez, F., Moreira, D. and López-García, P. 2010: Molecular phylogeny of noctilucoid dinoflagellates. Protist 161: 466-478",,,,0.3,3.0,,,,,0.11,1,,eukaryotes,Noctiluca scintillans,1994-04-12 00:00:00.0,1994-04-12 00:00:00.0,"Puget Sound, WA",,CAM_LIB_001263,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0253"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0253</a>",Noctilucales,Eukaryota,,Noctscin,marine habitat,Juan Saldarriaga,,,,,,,,,,,,,,,,,,MMETSP0253|Noctiluca-scintillans,,,154.0,@MMETSP0253_Noctiluca-scintillans,260.0,0.250448,3159.0
MMETSP0258,2740442,SRS618873,104,CAM_SMPL_002498,47.0,70.583,marine habitat,2961,CCMP1314,Amphidinium,carterae,Gymnodiniaceae,,,Dinophyceae,Dinophyta,CAM_ASM_000316,,01-AUG-11,12.0,,L1,EU,60.0,,,32.0,22.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP025/MMETSP0258.fastq.tar,12.0,,,8.2,Unknown,,coastal,none,,"Isolated from Falmouth Great Pond, Falmouth, Massachusetts USA",,No,none,,,,,60.0,60.0,,1170.0,,,,No,,eukaryotes,Amphidinium carterae CCMP1314,,,,,CAM_LIB_001264,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0258"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0258</a>",Gymnodiniales,Eukaryota,Amphidinium-carterae-CCMP1314,A. carterae L1,marine habitat,"Geoff Sinclair, Boris Wawrik",,,,,,,,,,,,,,,,,,MMETSP0258|Amphidinium-carterae-CCMP1314,,,141.0,@MMETSP0258_Amphidinium-carterae-CCMP1314,243.0,0.394766,3895.0
MMETSP0287,2740091,SRS618856,104,CAM_SMPL_002501,58.11,9.06,marine habitat,412157,UIO044,Chrysochromulina,rotalis,Prymnesiaceae,,North Sea,Prymnesiophyceae,Haptophyta,CAM_ASM_000319,30-JUN-90,31-MAR-11,12.0,Acquatic: marine,IMR 1/2 (Eppley et al 1967),EU,50.0,On IMR transect between Torungen -Hirtshals,seawater,25.0,16.0,/iplant/home/shared/imicrobe/projects/104/transcriptomes/MMETSP028/MMETSP0287.fastq.tar,12.0,,NECS,8.2,No,,coastal water,,,,DK,No,"added 10 nM Se, without HCl and Si",,,,,25.0,248.0,2.0,10.0,,,,No,18.0,eukaryotes,Chrysochromulina rotalis UIO044,1990-06-30 00:00:00.0,1990-06-30 00:00:00.0,North Sea,On IMR transect between Torungen -Hirtshals,CAM_LIB_001267,Illumina,cDNA,"Additional information and downloadable files of this sample are available at <a href=""http://camera.calit2.net/mmetsp/details.php?id=MMETSP0287"" target=""_blank"">http://camera.calit2.net/mmetsp/details.php?id=MMETSP0287</a>",Prymnesiales,Eukaryota,,CrotUIO044,marine habitat,Bente Edvardsen,,,,,,,,,,,,,,,,,,MMETSP0287|Chrysochromulina-rotalis-UIO044,,,256.0,@MMETSP0287_Chrysochromulina-rotalis-UIO044,251.0,0.0922746,2686.0
